Time da casa;Time da casa.1;Time visitante;Time visitante.1;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
;São Paulo;;São Caetano;1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;3:2;;;Juvenal Juvêncio (2006-2014)
;Marília;;São Paulo;3:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Paulista;2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Noroeste;2:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Atl. Nacional;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Mirassol;;São Paulo;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Audax Italiano;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Portuguesa;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Barueri;2:1;;;Juvenal Juvêncio (2006-2014)
;Palmeiras;;São Paulo;4:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Luqueño;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Guarani;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Sertãozinho;3:1;;;Juvenal Juvêncio (2006-2014)
;Bragantino;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Luqueño;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Juventus-SP;3:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Audax Italiano;;São Paulo;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Palmeiras;2:1;;;Juvenal Juvêncio (2006-2014)
;Palmeiras;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Atl. Nacional;1:0;;;Juvenal Juvêncio (2006-2014)
;Nacional;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Nacional;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Grêmio (2.);0:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Fluminense;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Atlético-PR (7.);;São Paulo (14.);1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Fluminense;;São Paulo;3:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (15.);;Coritiba (9.);1:1;;;Juvenal Juvêncio (2006-2014)
;Santos (14.);;São Paulo (17.);0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (18.);;Atlético-MG (7.);5:1;;;Juvenal Juvêncio (2006-2014)
;Flamengo (1.);;São Paulo (11.);2:4;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Sport (12.);1:0;;;Juvenal Juvêncio (2006-2014)
;Cruzeiro (3.);;São Paulo (6.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (7.);;Ipatinga (19.);1:1;;;Juvenal Juvêncio (2006-2014)
;Náutico (6.);;São Paulo (7.);2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (9.);;Palmeiras (5.);2:1;;;Juvenal Juvêncio (2006-2014)
;Vitória (4.);;São Paulo (7.);1:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Botafogo (12.);2:1;;;Juvenal Juvêncio (2006-2014)
;Internacional (7.);;São Paulo (5.);2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Portuguesa (16.);3:1;;;Juvenal Juvêncio (2006-2014)
;Figueirense (10.);;São Paulo (5.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Vasco da Gama (12.);4:0;;;Juvenal Juvêncio (2006-2014)
;Fluminense (19.);;São Paulo (4.);3:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Goiás (13.);2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Atlético-PR;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Grêmio (1.);;São Paulo (4.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Atlético-PR (14.);3:1;;;Juvenal Juvêncio (2006-2014)
;Coritiba (7.);;São Paulo (5.);2:2;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Atlético-PR;3:4 pen.;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Santos (19.);0:0;;;Juvenal Juvêncio (2006-2014)
;Atlético-MG (12.);;São Paulo (5.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Flamengo (5.);2:0;;;Juvenal Juvêncio (2006-2014)
;Sport (8.);;São Paulo (5.);0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Cruzeiro (3.);2:0;;;Juvenal Juvêncio (2006-2014)
;Ipatinga (18.);;São Paulo (5.);1:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Náutico (15.);1:0;;;Juvenal Juvêncio (2006-2014)
;Palmeiras (2.);;São Paulo (4.);2:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Vitória (10.);2:1;;;Juvenal Juvêncio (2006-2014)
;Botafogo (6.);;São Paulo (2.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Internacional (8.);3:0;;;Juvenal Juvêncio (2006-2014)
;Portuguesa (16.);;São Paulo (1.);2:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Figueirense (19.);3:1;;;Juvenal Juvêncio (2006-2014)
;Vasco da Gama (17.);;São Paulo (1.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Fluminense (13.);1:1;;;Juvenal Juvêncio (2006-2014)
;Goiás (7.);;São Paulo (1.);0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ituano;1:1;;;Juvenal Juvêncio (2006-2014)
;Portuguesa;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
;Guarani;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santo André;0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Bragantino;2:1;;;Juvenal Juvêncio (2006-2014)
;Botafogo-SP;;São Paulo;1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ponte Preta;2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Corinthians;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Indep. Medellín;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Barueri;;São Paulo;1:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Oeste;3:0;;;Juvenal Juvêncio (2006-2014)
;Santos;;São Paulo;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;CD América;;São Paulo;1:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Mogi Mirim;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Mirassol;5:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Marília;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Defensor SC;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Paulista;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
;Noroeste;;São Paulo;1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Palmeiras;1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Guaratinguetá;2:1;;;Juvenal Juvêncio (2006-2014)
;São Caetano;;São Paulo;2:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Defensor SC;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;Corinthians;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Indep. Medellín;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Corinthians;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;CD América;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Fluminense (16.);;São Paulo (3.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (17.);;Atlético-PR (20.);2:2;;;Juvenal Juvêncio (2006-2014)
;Palmeiras (8.);;São Paulo (14.);0:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Cruzeiro;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (15.);;Cruzeiro (4.);3:0;;;Juvenal Juvêncio (2006-2014)
;Avaí (15.);;São Paulo (8.);0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (12.);;Santo André (14.);1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Cruzeiro;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Corinthians (8.);;São Paulo (12.);3:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (16.);;Náutico (12.);2:0;;;Juvenal Juvêncio (2006-2014)
;Coritiba (18.);;São Paulo (11.);2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (14.);;Flamengo (6.);2:2;;;Juvenal Juvêncio (2006-2014)
;Atlético-MG (1.);;São Paulo (14.);2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (16.);;Santos (11.);2:1;;;Juvenal Juvêncio (2006-2014)
;Internacional (3.);;São Paulo (12.);2:2;;;Juvenal Juvêncio (2006-2014)
;Barueri (5.);;São Paulo (14.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (11.);;Grêmio (8.);2:1;;;Juvenal Juvêncio (2006-2014)
;Vitória (5.);;São Paulo (11.);0:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;Botafogo (13.);3:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Goiás (2.);3:1;;;Juvenal Juvêncio (2006-2014)
;Sport (20.);;São Paulo (5.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Fluminense (19.);1:0;;;Juvenal Juvêncio (2006-2014)
;Atlético-PR (14.);;São Paulo (3.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Palmeiras (1.);0:0;;;Juvenal Juvêncio (2006-2014)
;Cruzeiro (13.);;São Paulo (4.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Avaí (7.);2:0;;;Juvenal Juvêncio (2006-2014)
;Santo André (17.);;São Paulo (3.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Corinthians (9.);1:1;;;Juvenal Juvêncio (2006-2014)
;Náutico (16.);;São Paulo (3.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Coritiba (15.);2:2;;;Juvenal Juvêncio (2006-2014)
;Flamengo (6.);;São Paulo (2.);2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Atlético-MG (4.);0:1;;;Juvenal Juvêncio (2006-2014)
;Santos (13.);;São Paulo (4.);3:4;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Internacional (3.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Barueri (11.);1:0;;;Juvenal Juvêncio (2006-2014)
;Grêmio (7.);;São Paulo (2.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Vitória (13.);2:0;;;Juvenal Juvêncio (2006-2014)
;Botafogo (16.);;São Paulo (1.);3:2;;;Juvenal Juvêncio (2006-2014)
;Goiás (9.);;São Paulo (1.);4:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Sport (20.);4:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Portuguesa;1:3;;;Juvenal Juvêncio (2006-2014)
;Mirassol;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Rio Claro;3:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Paulista;3:0;;;Juvenal Juvêncio (2006-2014)
;Sertãozinho;;São Paulo;2:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;São Caetano;3:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Monterrey;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Ituano;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Barueri;3:1;;;Juvenal Juvêncio (2006-2014)
;Palmeiras;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Once Caldas;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Monte Azul;5:1;;;Juvenal Juvêncio (2006-2014)
;Oeste;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
;Ponte Preta;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Nacional;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Rio Branco-SP;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Nacional;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Mogi Mirim;3:0;;;Juvenal Juvêncio (2006-2014)
;Bragantino;;São Paulo;1:0;;;Juvenal Juvêncio (2006-2014)
;Corinthians;;São Paulo;4:3;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Monterrey;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Botafogo-SP;5:0;;;Juvenal Juvêncio (2006-2014)
;Santo André;;São Paulo;1:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;2:3;;;Juvenal Juvêncio (2006-2014)
;Santos;;São Paulo;3:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Once Caldas;1:0;;;Juvenal Juvêncio (2006-2014)
;Universitario;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Universitario;3:1 pen.;;;Juvenal Juvêncio (2006-2014)
